epoch,train_loss,val_loss
1,0.857643765149232,0.6154754530815851
2,0.7135643466121185,0.2883444932245073
3,0.649903526355651,0.5028974413871765
4,0.5954278567258049,0.40435172830309185
5,0.545117835891288,0.540854363214402
6,0.4961362479054804,0.4088212393579029
7,0.440879423828686,0.3067164889403752
8,0.42317603616153493,0.2398087673244022
9,0.39302343413697804,0.24391326166334606
10,0.3506489441469054,0.4984943653856005
11,0.3357087533572966,0.38979900450933547
12,0.3086053194884198,0.4001941822824024
13,0.314516986839499,0.3858331001940228
14,0.30212708678625033,0.356806266165915
15,0.29087715082927557,0.4503484999849683
16,0.2630776732025675,0.3675182752666019
17,0.2720471672765318,0.49709654457512353
18,0.2671476410231376,0.5878152527979442
19,0.25913931519618083,0.5613089175451369
20,0.2482769183788745,0.5544074064209348
21,0.2334461893796096,0.5199896920294989
22,0.22569426672475149,0.6966167801902408
23,0.22405054195941937,0.49871839582920074
24,0.21411805201618317,0.5977427583365214
25,0.19593785164368607,0.7059156334116345
26,0.20239886486819048,0.49408003971690223
27,0.19290817879578648,0.5507619657686779
28,0.18618798111549298,0.5188184891428266
