target,model_name,trial_id,tuned_param,lookback,num_layers,hidden_dim,dropout,lr,batch_size,weight_decay,mlp_num_layers,mlp_hidden_dim,kan_hidden_dim,grid_size,spline_order,best_epoch,train_loss_at_best_epoch,val_loss_at_best_epoch,validation_mean_nRMSE,validation_mean_nMAE,validation_mean_NSE,validation_mean_KGE,val_nRMSE_h1,val_nRMSE_h2,val_nRMSE_h3
Cyanobacteria,LSTM_MLP,trial_0002,num_layers,30,2,256,0.0,0.002,64,0.0,1,64,,,,3,0.39077555416570814,0.33647837809153963,0.3758421229138092,0.2882746804458593,0.15708443530480443,0.2820097846627719,0.339909704156684,0.3785258895934229,0.4090907749913208
Cyanobacteria,LSTM_MLP,trial_0003,num_layers,30,3,256,0.0,0.002,64,0.0,1,64,,,,5,0.3304155442128957,0.40581070809137254,0.40157754630988163,0.3197791880759158,0.03379685281373294,0.2907363891603574,0.35026991590343715,0.40654572036363784,0.4479170026625699
Cyanobacteria,LSTM_MLP,trial_0004,hidden_dim,30,1,128,0.0,0.002,64,0.0,1,64,,,,6,0.29256950911766105,0.31201328266234624,0.3796110613931208,0.2747744605306282,0.13233414209235794,0.4781290036100237,0.3166749226979811,0.39420113511971433,0.42795712636166716
Cyanobacteria,LSTM_MLP,trial_0005,mlp_num_layers,30,1,256,0.0,0.002,64,0.0,2,64,,,,3,0.36927275442128366,0.31019761590730577,0.3676067898065418,0.27635333116637106,0.19334618028732783,0.3278034307280134,0.32929188890656724,0.3759959775155213,0.3975325029975369
Cyanobacteria,LSTM_MLP,trial_0006,mlp_hidden_dim,30,1,256,0.0,0.002,64,0.0,1,32,,,,3,0.3736194588218181,0.3425331541470119,0.38106181389075716,0.29098978813360415,0.1335815236441856,0.2887541342785207,0.34217673300748064,0.3919542742429237,0.40905443442186723
Cyanobacteria,LSTM_MLP,trial_0007,mlp_hidden_dim,30,1,256,0.0,0.002,64,0.0,1,128,,,,8,0.2801067039215853,0.31753957129660104,0.3689008980129549,0.28199216524144094,0.1686601320607445,0.4737732674274033,0.28311179420221644,0.3862796029727282,0.43731129686392006
Cyanobacteria,LSTM_MLP,trial_0008,lr,30,1,256,0.0,0.001,64,0.0,1,64,,,,3,0.4195139519483573,0.38623138126872836,0.4033687941874437,0.31108119131977646,0.03245460172566458,0.18620460507808245,0.3826282557211216,0.40129132342274193,0.42618680341846743
Cyanobacteria,LSTM_MLP,trial_0009,lr,30,1,256,0.0,0.003,64,0.0,1,64,,,,5,0.27751273597400494,0.3369980170613244,0.3759373165738909,0.29082815891616826,0.141857403653332,0.4534727328864468,0.2969607611567659,0.3960023105938283,0.4348488779710786
Cyanobacteria,LSTM_MLP,trial_0010,dropout,30,1,256,0.1,0.002,64,0.0,1,64,,,,3,0.36781050409206467,0.29043171803156537,0.35686632611153607,0.26549562913089636,0.23946102847788273,0.38656903932589853,0.319046532111212,0.36293194038513127,0.38862050583826496
Cyanobacteria,LSTM_MLP,trial_0011,dropout,30,1,256,0.2,0.002,64,0.0,1,64,,,,3,0.3791359112336974,0.311383075657345,0.36682436124267576,0.277675625753172,0.19695960641173063,0.3722956021897436,0.32926045708243346,0.37538684957579416,0.3958257770697996
Cyanobacteria,LSTM_MLP,trial_0012,batch_size,30,1,256,0.0,0.002,32,0.0,1,64,,,,6,0.2866035618377804,0.34419217847642447,0.39159964212778037,0.28846392640507657,0.07069031045402223,0.45190053706809924,0.3160008864847973,0.4022178061363081,0.45658023376223583
Cyanobacteria,LSTM_MLP,trial_0013,weight_decay,30,1,256,0.0,0.002,64,0.0001,1,64,,,,3,0.3618394894892782,0.28459493744940983,0.3538735903031953,0.2624499779508978,0.25196889398536204,0.3810352950143793,0.31534692010041193,0.3606982693030039,0.38557558150617
Cyanobacteria,LSTM_MLP,trial_0001,grid,30,1,128,0.0,0.001,64,0.0,1,64,,,,10,0.2555501138256495,0.28518894172850107,0.35292753163007634,0.27001294445789986,0.24548917883165236,0.49380110904577973,0.2867531639126254,0.35920646256657207,0.41282296841103155
Cyanobacteria,LSTM_MLP,trial_0002,grid,30,1,128,0.0,0.002,64,0.0,1,64,,,,6,0.2946865265757155,0.2565195801712218,0.34277881541771055,0.2511270773849536,0.28902196825070375,0.4998879107861365,0.27725693875158874,0.356842236091426,0.39423727141011694
Cyanobacteria,LSTM_MLP,trial_0003,grid,30,1,256,0.0,0.001,64,0.0,1,64,,,,6,0.33962172393567835,0.2990965076855251,0.3628817518182772,0.275021667696383,0.20976045163434845,0.41635719178529235,0.30959970644012874,0.3770566259983375,0.4019889230163653
Cyanobacteria,LSTM_MLP,trial_0004,grid,30,1,256,0.0,0.002,64,0.0,1,64,,,,3,0.36688358844564034,0.2644567915371486,0.3409284272594357,0.2480309295011819,0.30392605421356017,0.4026547780120611,0.2955111745601452,0.3541493274991107,0.37312477971905106
Cyanobacteria,LSTM_MLP,trial_0005,grid,30,2,128,0.0,0.001,64,0.0,1,64,,,,7,0.379575196305567,0.3968180999869392,0.41016379092393856,0.31702109496934106,-0.002216035586316186,0.2684086801783354,0.37711060568775884,0.41398038848930674,0.43940037859475006
Cyanobacteria,LSTM_MLP,trial_0006,grid,30,2,128,0.0,0.002,64,0.0,1,64,,,,3,0.3909347457456754,0.32839896849223543,0.3788921724031325,0.2831741125505027,0.14530709927005284,0.25128710308415286,0.3521308863609165,0.37965389735237554,0.4048917334961055
Cyanobacteria,LSTM_MLP,trial_0007,grid,30,2,256,0.0,0.001,64,0.0,1,64,,,,12,0.23003954953388359,0.3410876804874057,0.36967625422176226,0.28989100593860434,0.15609716826320338,0.4263922590672437,0.27094469883899464,0.38398447746959724,0.4540995863566951
Cyanobacteria,LSTM_MLP,trial_0008,grid,30,2,256,0.0,0.002,64,0.0,1,64,,,,5,0.291023289456087,0.2625941974776132,0.34238464361896886,0.24870541509969257,0.28862683968321945,0.42546189442328153,0.27283414311235094,0.35568725408879165,0.3986325336557642
