target,model_name,horizon,dataset,nRMSE,nMAE,NSE,KGE
Green_Algae,LSTM_FC,1,train,0.39919379239770386,0.2735588617740134,0.7740784921613608,0.8513225043789477
Green_Algae,LSTM_FC,2,train,0.5019582579545087,0.3436742021796418,0.6431227183653618,0.7026894299242514
Green_Algae,LSTM_FC,3,train,0.5754979356294463,0.3940787143714213,0.5304554053555978,0.5573097089815655
Green_Algae,LSTM_FC,1,val,0.6195131266640669,0.4172665886966117,0.6379708450155681,0.6141803956386892
Green_Algae,LSTM_FC,2,val,0.7946324065920655,0.546382967170506,0.41724628481716686,0.48713523538879755
Green_Algae,LSTM_FC,3,val,0.942703750755378,0.6622582689780977,0.19906708063407397,0.31002398868397985
Green_Algae,LSTM_FC,1,test,1.529054848648291,0.9796444432230577,0.45414213217343236,0.512310273405064
Green_Algae,LSTM_FC,2,test,1.934670123582258,1.2037368505934698,0.1401323381906362,0.35930822448438793
Green_Algae,LSTM_FC,3,test,2.1779015398823933,1.3878079875865992,-0.09491788484882324,0.19893766283988523
Green_Algae,LSTM_MLP,1,train,0.3889310484275828,0.2673207327286727,0.785545458302122,0.7930469098008865
Green_Algae,LSTM_MLP,2,train,0.4962721589409475,0.3364984121547573,0.6511622160099826,0.6846440649346317
Green_Algae,LSTM_MLP,3,train,0.5695496644540016,0.38665069800203405,0.5401115465014559,0.5770510280106407
Green_Algae,LSTM_MLP,1,val,0.5871661571435176,0.4062709164495962,0.674789504881605,0.6448177962134011
Green_Algae,LSTM_MLP,2,val,0.752417023897245,0.533543790379209,0.47751992580802316,0.5301427689066777
Green_Algae,LSTM_MLP,3,val,0.8968913419174006,0.651932016443201,0.2750211495330268,0.3974961230315651
Green_Algae,LSTM_MLP,1,test,1.5656793468138173,1.0766555174694936,0.42767977772187016,0.2906401688039315
Green_Algae,LSTM_MLP,2,test,1.9498709909130356,1.2511719928059737,0.12656714893867127,0.22366990384429597
Green_Algae,LSTM_MLP,3,test,2.2381000036256,1.4419355357509427,-0.15628273677703652,0.0686399024031158
Green_Algae,LSTM_KAN,1,train,0.3453674041580582,0.22215299418900858,0.8308964549301203,0.8323434886913509
Green_Algae,LSTM_KAN,2,train,0.44630320245579846,0.29265540570617604,0.7178736166024835,0.7479350782591778
Green_Algae,LSTM_KAN,3,train,0.5004211027955966,0.33194500727318965,0.6449736917804566,0.6982050165862281
Green_Algae,LSTM_KAN,1,val,0.6010370838717163,0.39430729975340595,0.6592427865241077,0.6392690788204413
Green_Algae,LSTM_KAN,2,val,0.7884782914453967,0.5271405194552106,0.42623772806907356,0.5253149365240634
Green_Algae,LSTM_KAN,3,val,0.9651762812801021,0.6642845387248247,0.1604260487250453,0.37699741629887207
Green_Algae,LSTM_KAN,1,test,1.3599212566716814,0.8404905044340598,0.5682215426152402,0.581625124196756
Green_Algae,LSTM_KAN,2,test,1.7826691071819296,1.0692724769672945,0.2699388420686424,0.43309858185629413
Green_Algae,LSTM_KAN,3,test,2.1060078967709814,1.2533490573686543,-0.023823411993705523,0.31389213579210373
Cyanobacteria,LSTM_FC,1,train,0.2871050756535806,0.1839893299558949,0.7751622125192499,0.7726572907351744
Cyanobacteria,LSTM_FC,2,train,0.3507572792467539,0.2357471438733824,0.6644708493241739,0.6808047272886804
Cyanobacteria,LSTM_FC,3,train,0.37920829998177197,0.2587991224151946,0.6079415129714654,0.6374038607778062
Cyanobacteria,LSTM_FC,1,val,0.27283934238114577,0.190119876747896,0.5560373313468944,0.6576697929354577
Cyanobacteria,LSTM_FC,2,val,0.35779366080152125,0.2704517786904296,0.239518502551891,0.40230195134009783
Cyanobacteria,LSTM_FC,3,val,0.3967454969904309,0.30508194653094706,0.0702452921254555,0.24567955203509195
Cyanobacteria,LSTM_FC,1,test,0.37482962615355914,0.2878283750253542,0.4666379987971646,0.4718674318121364
Cyanobacteria,LSTM_FC,2,test,0.47527261652980685,0.3795585420283022,0.1543173418822028,0.24386047287294155
Cyanobacteria,LSTM_FC,3,test,0.5359620329967917,0.4361220719280191,-0.06310451106156534,0.03828392245158552
Cyanobacteria,LSTM_MLP,1,train,0.3215973516316009,0.22909343392833675,0.7178938918425436,0.7700234644268499
Cyanobacteria,LSTM_MLP,2,train,0.37056513146662157,0.2632680828066895,0.6255050414513394,0.6665977686740808
Cyanobacteria,LSTM_MLP,3,train,0.3949248351462521,0.27761386326547716,0.5747698185356631,0.6377952069103078
Cyanobacteria,LSTM_MLP,1,val,0.2955111745601452,0.21164829638748023,0.4791888406079877,0.5576825246197581
Cyanobacteria,LSTM_MLP,2,val,0.3541493274991107,0.259601710659274,0.25493148470599947,0.36382567406681376
Cyanobacteria,LSTM_MLP,3,val,0.37312477971905106,0.2728427814567915,0.17765783732669338,0.28645613534961156
Cyanobacteria,LSTM_MLP,1,test,0.3887882493051557,0.32580451305960606,0.426173615970019,0.43344782915852265
Cyanobacteria,LSTM_MLP,2,test,0.4442657677987484,0.36720393562208775,0.2610627822062098,0.2842838007456451
Cyanobacteria,LSTM_MLP,3,test,0.4828938788002945,0.39690435540090696,0.1369989781415768,0.18018301631883515
Cyanobacteria,LSTM_KAN,1,train,0.29496153224785426,0.19427587615921377,0.7626887518197374,0.8264515411293097
Cyanobacteria,LSTM_KAN,2,train,0.35477977501430025,0.23901973255120249,0.6567310037542298,0.7183690677983646
Cyanobacteria,LSTM_KAN,3,train,0.38743341474445425,0.2637728841367558,0.5907493862566676,0.6350621100392232
Cyanobacteria,LSTM_KAN,1,val,0.2815562538609682,0.20831544513172603,0.5272159446294343,0.6773090859005484
