epoch,train_loss,val_loss
1,0.733775866691629,0.3985117333275931
2,0.48719522449797,0.23669090867042542
3,0.4008124368619754,0.23532713594890775
4,0.37552398484470934,0.2139249330475217
5,0.35156845695832195,0.21850537544205076
6,0.3278186515128324,0.2219377706448237
7,0.3163696464576523,0.22689406360898698
8,0.285336699839488,0.24249085783958435
9,0.2586604036571245,0.2711809901964097
10,0.24466437637599694,0.23674478275435312
11,0.23153475530213552,0.2762617738473983
12,0.19980392592176022,0.37707428137461346
13,0.2037025385352567,0.3497876723607381
14,0.18382468097762666,0.33754911876860116
15,0.1753045066830196,0.29482803742090863
16,0.1605585153540113,0.31199387709299725
17,0.13688171121282147,0.2780019612539382
18,0.13447556698817284,0.2890477450121017
19,0.1325505084348488,0.3002906470071702
20,0.11232790131779279,0.33749979450589135
21,0.10153991370671347,0.359118123849233
22,0.10890714267339674,0.35511698041643414
23,0.10550068375561064,0.3655397040503366
24,0.09661982963860653,0.32241622181165785
