epoch,train_loss,val_loss
1,0.7154860323275661,0.3650130189600445
2,0.46309932045458096,0.3245804622059777
3,0.3704975756291287,0.3222023319630396
4,0.28217857276898356,0.35260809177444097
5,0.22330951443180494,0.40697159085954937
6,0.1835255977604216,0.36748979914756047
7,0.1511897003361923,0.3717251746427445
8,0.1220537926550555,0.4035146264802842
9,0.10173043103366575,0.3717953633694422
10,0.08777630958177639,0.3864369250479199
11,0.07801010903087041,0.41950792641866774
12,0.07038792952327992,0.40832570904777166
13,0.060645888459620594,0.3876023789246877
14,0.05487287232723203,0.44273305790764944
15,0.051285618832367104,0.4045509397983551
16,0.045022835793895294,0.3977708759761992
17,0.041183318143588034,0.402843945083164
18,0.035608542148526566,0.413418486004784
19,0.0324953935789041,0.40689366772061303
20,0.028434640473354235,0.41170662073861986
21,0.025544760362035675,0.4216984113057454
22,0.02541898054338244,0.4146466226804824
23,0.02393989014893667,0.4362206260363261
