target,model_name,trial_id,tuned_param,lookback,num_layers,hidden_dim,dropout,lr,batch_size,weight_decay,mlp_num_layers,mlp_hidden_dim,kan_hidden_dim,grid_size,spline_order,best_epoch,train_loss_at_best_epoch,val_loss_at_best_epoch,validation_mean_nRMSE,validation_mean_nMAE,validation_mean_NSE,validation_mean_KGE,val_nRMSE_h1,val_nRMSE_h2,val_nRMSE_h3
Green_Algae,LSTM_KAN,trial_0001,grid,30,1,256,0.0,0.001,64,0.0,,,64,3,3,6,0.266972332574092,0.37878688886052087,0.9025532715464998,0.6317744919974795,0.24022374011209183,0.32771661298091864,0.7593242978709448,0.9125009767831168,1.0358345399854376
Green_Algae,LSTM_KAN,trial_0002,grid,30,1,256,0.0,0.002,64,0.0,,,64,3,3,3,0.3083638098722511,0.2961289726552509,0.7895881853825836,0.5677811089679894,0.41823277231527073,0.4432793496137782,0.6626946505736576,0.7969248494543204,0.9091450561197723
Green_Algae,LSTM_KAN,trial_0003,grid,30,1,256,0.0,0.001,64,0.0,,,64,5,3,13,0.22244153317437865,0.3424708658740634,0.8651627146604278,0.5916498520925377,0.2897227177771389,0.3901973176082783,0.661868700898624,0.8716380320777197,1.0619814110049397
Green_Algae,LSTM_KAN,trial_0004,grid,30,1,256,0.0,0.002,64,0.0,,,64,5,3,7,0.20487039394444662,0.2834013735964185,0.7848972188657384,0.5285774526444804,0.41530218777274225,0.5138604772144589,0.6010370838717163,0.7884782914453967,0.9651762812801021
Green_Algae,LSTM_KAN,trial_0005,grid,30,2,256,0.0,0.001,64,0.0,,,64,3,3,7,0.2267207794123455,0.36420606999170213,0.912665656649311,0.6184555248511546,0.22700799131220487,0.2516248971732847,0.8010378088037085,0.9165368988402334,1.0204222623039911
Green_Algae,LSTM_KAN,trial_0006,grid,30,2,256,0.0,0.002,64,0.0,,,64,3,3,9,0.19425522799001022,0.3108838853381929,0.7903632368218311,0.5478983898198732,0.3968355757707456,0.4805070319646223,0.561297741431613,0.7925340245461838,1.0172579444876964
Green_Algae,LSTM_KAN,trial_0007,grid,30,2,256,0.0,0.001,64,0.0,,,64,5,3,7,0.2270452723319555,0.3773341505300431,0.9330643628247497,0.6237949974354434,0.19214932188464573,0.21661680537133496,0.8187763394713328,0.9390519317204654,1.0413648172824508
Green_Algae,LSTM_KAN,trial_0008,grid,30,2,256,0.0,0.002,64,0.0,,,64,5,3,3,0.32029124822428895,0.3008114695549011,0.8141516443747104,0.5607689643720856,0.3829220557211486,0.423256843072284,0.6962120679937377,0.8184132144016514,0.9278296507287426
Green_Algae,LSTM_KAN,trial_0001,baseline,30,2,256,0.1,0.002,32,0.0001,,,64,5,2,3,0.27029697581558493,0.26213101404053823,0.7395882861492723,0.5121737014364148,0.4842761478033358,0.6041810511580975,0.5828012508408004,0.7489310175913861,0.8870325900156304
Green_Algae,LSTM_KAN,trial_0002,num_layers,30,1,256,0.1,0.002,32,0.0001,,,64,5,2,3,0.27325087378388047,0.25471306556747075,0.728659722941718,0.5124166995572388,0.49843822398350524,0.5395825188708421,0.5685500891815295,0.7375679336906082,0.8798611459530165
