target,model_name,horizon,dataset,nRMSE,nMAE,NSE,KGE
Diatoms,LSTM_MLP,3,test,0.8862749474968963,0.6594549495888327,-0.004245827566619731,0.09043728252467542
Diatoms,LSTM_KAN,1,train,0.3673915862586173,0.25022746073766033,0.8371959035512393,0.9142518422980772
Diatoms,LSTM_KAN,2,train,0.44362785354770673,0.3001425440770959,0.7631257995016903,0.8405676672839485
Diatoms,LSTM_KAN,3,train,0.5030606365282028,0.337157369177605,0.6962197393772158,0.7663658872627815
Diatoms,LSTM_KAN,1,val,0.7467888355771216,0.5118012714403217,0.7056294929480802,0.6882901643205388
Diatoms,LSTM_KAN,2,val,0.8963457909959107,0.6127778150624156,0.5764477429471664,0.6130617859003266
Diatoms,LSTM_KAN,3,val,1.0046361401701605,0.687935591055135,0.47385889308354634,0.5620769147110916
Diatoms,LSTM_KAN,1,test,0.7209851517383963,0.5317032331940211,0.33489588650774293,0.2983656036430621
Diatoms,LSTM_KAN,2,test,0.8270487484338421,0.6070600352666127,0.12573084922101763,0.17919491651987463
Diatoms,LSTM_KAN,3,test,0.8892357212795401,0.652115887719575,-0.010966792080108645,0.0981007379310227
Cryptophyta,LSTM_FC,1,train,0.44915262422991925,0.3197864410542093,0.7916576242695024,0.7889796704141339
Cryptophyta,LSTM_FC,2,train,0.4863940563368922,0.34989588325094007,0.7560155553514062,0.7506185340537619
Cryptophyta,LSTM_FC,3,train,0.4978533237826785,0.36085070927877766,0.7443699707416525,0.7364975557494196
Cryptophyta,LSTM_FC,1,val,0.4882748621459212,0.40644794538396006,0.0032368196517591485,0.545659017242589
Cryptophyta,LSTM_FC,2,val,0.5507779586624336,0.45771138413186724,-0.28434672202306044,0.4126801590668199
Cryptophyta,LSTM_FC,3,val,0.6219842936368004,0.5176725262305272,-0.7019663872764481,0.26574297892360976
Cryptophyta,LSTM_FC,1,test,0.5776133507848917,0.4388951970617966,-0.21311390617531978,0.342331129752372
Cryptophyta,LSTM_FC,2,test,0.6100398712322588,0.46088965005758203,-0.3338581049520315,0.23810485041008245
Cryptophyta,LSTM_FC,3,test,0.6499080058406967,0.49436000612944814,-0.5163197138610558,0.16299453384615148
Cryptophyta,LSTM_MLP,1,train,0.44349609910292054,0.31130126774731354,0.7968722127159964,0.8357025152101779
Cryptophyta,LSTM_MLP,2,train,0.48959617826423757,0.34489963122032485,0.752792491147271,0.7670974471853671
Cryptophyta,LSTM_MLP,3,train,0.5158141350354133,0.36632203792496354,0.7255927850269821,0.718099499843692
Cryptophyta,LSTM_MLP,1,val,0.451152002380694,0.34924832716439363,0.1490402208986945,0.5518257744202504
Cryptophyta,LSTM_MLP,2,val,0.5219244116697497,0.4146669329249164,-0.1533055928563558,0.3702929054916778
Cryptophyta,LSTM_MLP,3,val,0.6031533181977424,0.48131564492029283,-0.6004701755900905,0.21524976366180104
Cryptophyta,LSTM_MLP,1,test,0.5741410534274453,0.4534080805607314,-0.19857258298765723,0.26529496274463604
Cryptophyta,LSTM_MLP,2,test,0.644384212147134,0.5206484457320575,-0.48827426925383777,0.0791873401112212
Cryptophyta,LSTM_MLP,3,test,0.695272241057606,0.5692391637466937,-0.7353887929878586,-0.042191439103552275
Cryptophyta,LSTM_KAN,1,train,0.45531905961924274,0.3151622052740727,0.7858976719329829,0.8206520580850577
Cryptophyta,LSTM_KAN,2,train,0.5241518847144649,0.367496756197308,0.7166651971413642,0.74833306806865
Cryptophyta,LSTM_KAN,3,train,0.5466368246684765,0.38202408918224456,0.6918183203472809,0.7157636059719428
Cryptophyta,LSTM_KAN,1,val,0.46843961273740237,0.3753125981812555,0.08257518814109854,0.5204727368087934
Cryptophyta,LSTM_KAN,2,val,0.5866381292373256,0.4771435590751171,-0.4570342192117378,0.3385577754727037
Cryptophyta,LSTM_KAN,3,val,0.7051377425525386,0.5667292465909627,-1.1874597200866126,0.17455686523495406
Cryptophyta,LSTM_KAN,1,test,0.511148220307305,0.40575662876008983,0.05000604553288779,0.36516226698601983
Cryptophyta,LSTM_KAN,2,test,0.6402483947926152,0.5184223161956524,-0.4692313518797713,0.1341100327571082
Cryptophyta,LSTM_KAN,3,test,0.7439892938595435,0.6033957633980502,-0.9871030031470152,0.00482284579487624
Algae_Sum,LSTM_FC,1,train,0.2532101718514956,0.18742314360295495,0.7994939308885562,0.8072543636566615
Algae_Sum,LSTM_FC,2,train,0.32087644192855774,0.23615639591079227,0.6778719244024457,0.7151113677436327
Algae_Sum,LSTM_FC,3,train,0.3664977134559258,0.27429265033334177,0.5788321585307958,0.6378734731593254
Algae_Sum,LSTM_FC,1,val,0.3083842694937306,0.2463988207191179,0.4195193385459802,0.7099452739066663
Algae_Sum,LSTM_FC,2,val,0.37813879975843234,0.2950576946101093,0.13569185973348918,0.4971568911054435
Algae_Sum,LSTM_FC,3,val,0.4584582739480645,0.3731496074195249,-0.2787479698160056,0.26060497725564646
Algae_Sum,LSTM_FC,1,test,0.3218298063653313,0.24896517736366217,0.5110068030036129,0.510143883196404
Algae_Sum,LSTM_FC,2,test,0.4155987989175822,0.32981411508083947,0.20020996951144743,0.27435016249328303
Algae_Sum,LSTM_FC,3,test,0.48109876549379327,0.38434402549510893,-0.06006335783780936,0.08776796058456215
Algae_Sum,LSTM_MLP,1,train,0.27681130113831287,0.2046468950100163,0.760374594807083,0.8038190307425412
Algae_Sum,LSTM_MLP,2,train,0.3685816776168489,0.2696515751812042,0.5749692059671159,0.6368504354432005
Algae_Sum,LSTM_MLP,3,train,0.4227525324030369,0.3121448212941402,0.43961680931082214,0.5341681970595293
Algae_Sum,LSTM_MLP,1,val,0.32232843043395837,0.25369939243818074,0.36583751194778436,0.6349046604954021
Algae_Sum,LSTM_MLP,2,val,0.37957369034842775,0.29426340633784226,0.12911998382734602,0.45381499280129034
Algae_Sum,LSTM_MLP,3,val,0.4404483807376411,0.3486844790157527,-0.18025367832823935,0.31540898223504543
Algae_Sum,LSTM_MLP,1,test,0.36149836615982395,0.2793184591779833,0.3830315346514235,0.4615750429359551
Algae_Sum,LSTM_MLP,2,test,0.38947217089895964,0.3057359672141275,0.2976068276205174,0.3529177562178153
Algae_Sum,LSTM_MLP,3,test,0.415555254794016,0.32198378893818647,0.20910123967220207,0.2933258793583561
Algae_Sum,LSTM_KAN,1,train,0.27889403440012217,0.207516675506869,0.7567551375998643,0.7919646768492753
Algae_Sum,LSTM_KAN,2,train,0.372180709735721,0.2730003551497702,0.5666282168092309,0.6173656043860161
Algae_Sum,LSTM_KAN,3,train,0.4241757298461767,0.3161322089896304,0.43583739551072354,0.5233123036539442
Algae_Sum,LSTM_KAN,1,val,0.31581065818610127,0.2507909284994105,0.3912248900261218,0.6380424946175676
