epoch,train_loss,val_loss
1,0.8065047039292675,1.166219154993693
2,0.5958564831105071,0.5518373804433006
3,0.3833634848722537,0.406074929805029
4,0.29834688173858354,0.34920461972554523
5,0.27875233727755433,0.3253837000756037
6,0.2562081173938863,0.31736573293095544
7,0.24779515553613848,0.2449209484316054
8,0.2453212699366276,0.3420882799795696
9,0.23506369109178496,0.3122808762959072
10,0.2092758559438184,0.3234320070062365
11,0.21581919486134934,0.43300231865474154
12,0.1807994716720185,0.39196486132485525
13,0.19956176787305455,0.5988179502033052
14,0.16971416529074673,0.5552320026216053
15,0.1688218330223255,0.5743065646716526
16,0.1546203888256657,0.38903574432645527
17,0.16493203858345437,0.49180424781072707
18,0.12955088335956258,0.42664152951467604
19,0.10312326844124232,0.5847430144037519
20,0.09884263889599837,0.5364397906121754
21,0.11019902519082528,0.4713299898874192
22,0.09628478692889626,0.6543932102975392
23,0.09216191181365181,0.6427097916603088
24,0.07939412564709525,0.622992285660335
25,0.06871861943839742,0.7260234838440305
26,0.07509682791558929,0.698299643539247
27,0.06281206344341324,0.6683015511149452
