epoch,train_loss,val_loss
1,0.7570670088269719,0.47645695436568486
2,0.3752622656962451,0.30749573026384625
3,0.29649054302888755,0.24702076401029313
4,0.2747783224166058,0.3408780225685665
5,0.27553386517049533,0.31712608961831956
6,0.266756335550526,0.2943245271841685
7,0.25806339840472364,0.3160260901564643
8,0.24121448547163638,0.27010326158432735
9,0.23657577554453615,0.3679842863764082
10,0.22406395042643829,0.31919382157779874
11,0.2287459333256454,0.6450398819787162
12,0.21639913341165826,0.6341701916285923
13,0.24556901875664205,0.41252311922255014
14,0.1954331325824698,0.4425540254229591
15,0.1833659724999464,0.4207095816021874
16,0.174851835083384,0.43126207448187326
17,0.17575005630102125,0.5003866269474938
18,0.16104215672271888,0.46050349303654264
19,0.15903618992999144,0.43175410940533593
20,0.12953224087256462,0.40684140012377784
21,0.1253576234859579,0.514760190532321
22,0.10840995560777228,0.6186686555544535
23,0.11057362749296076,0.47772776796704247
