epoch,train_loss,val_loss
1,0.7000433885102454,0.7374559186753773
2,0.34838631016985355,0.42139567079998197
3,0.2791150491491321,0.38430399270284743
4,0.2586304579690666,0.30743313971019925
5,0.24053397444705238,0.3478607620511736
6,0.22426988875370948,0.43066760188057307
7,0.2199310774827911,0.3763785404818399
8,0.20047637196354387,0.3447478072983878
9,0.19578882183067525,0.39148080065136864
10,0.17570802043466008,0.4591035928045
11,0.17356715294625932,0.6008540221623012
12,0.14218565481344309,0.6630946908678327
13,0.22276758644923206,0.5642884203365871
14,0.15089984325801625,0.5716886946133205
15,0.1446580030926371,0.45548335143498014
16,0.11212455931161514,0.4863483990941729
17,0.10052704033812437,0.5707485803536007
18,0.08956552972327467,0.6496037897609529
19,0.09863430734040622,0.5719825682185945
20,0.07607685808079466,0.6186240457353138
21,0.07474420779097864,0.6662949124972025
22,0.0639677686507211,0.6712928442727952
23,0.057677878936991146,0.8029442372776213
24,0.06293523662230548,0.7285869632448468
