epoch,train_loss,val_loss
1,0.8435438093842107,0.2648583338374183
2,0.9273785165024464,0.20855303605397543
3,0.775729775428772,0.576015211286999
4,0.9811283442800846,0.2047515766961234
5,0.797435824433825,0.5054354142575037
6,0.7813588083821597,0.43569641028131756
7,0.7802407424961407,0.38556512622606187
8,0.7794820338384503,0.3564766028097698
9,0.772082808933456,0.5099596821126484
10,0.7618418591657724,0.5570335203693026
11,0.7489345562499288,0.39538327427137465
12,0.7460820708926573,0.49064881319091436
13,0.740684688503767,0.555688181093761
14,0.7452531925122218,0.39408342895053683
15,0.7511572330468254,0.5463589245364779
16,0.7486652036851665,0.6565932177361988
17,0.7561055817818559,0.3894058508532388
18,0.7613252316791707,0.36471872741267797
19,0.7138724447740403,0.7737149312382653
20,0.712011036214944,0.682011258034479
21,0.6905581258160021,0.5762974648248582
22,0.7137988201474649,0.5970502666064671
23,0.6921027143933781,0.26560726052238826
24,0.6891458053077381,0.546928155989874
