epoch,train_loss,val_loss
1,0.6207062722696153,0.598175259573119
2,0.4380110650739043,0.4928359602178846
3,0.36127308165738325,0.4044826144263858
4,0.3235961345240319,0.38015722447917577
5,0.2712454766447569,0.3042179778927848
6,0.24574954586045553,0.2569964982214428
7,0.22394187098762156,0.25481696852615904
8,0.21738596074927638,0.2953586337112245
9,0.20514927105817002,0.23079113165537515
10,0.2012218758721665,0.2543519749527886
11,0.1987527292286236,0.2566342204809189
12,0.1904578875092899,0.32632635888599215
13,0.240699982019238,0.27818484959148226
14,0.17600692811206137,0.3049186844201315
15,0.16836501828114467,0.2941046626794906
16,0.15489557599423254,0.29219550107206615
17,0.14728761709272656,0.2515425625301543
18,0.1494014882402024,0.32079401257492246
19,0.14039585011717975,0.341692967074258
20,0.13096584261082447,0.28711727048669544
21,0.11890841694387598,0.3583894357794807
22,0.11525895701766427,0.30998969007106053
23,0.11647877241500934,0.33207771323976065
24,0.10658530602199397,0.3175879894267945
25,0.10273940538968182,0.3415698700007938
26,0.10031632645938636,0.34432773008233025
27,0.1217336041859277,0.374931893887974
28,0.09741975877524248,0.4126381632827577
29,0.08800022280855575,0.41762387184869676
