target,model_name,trial_id,tuned_param,lookback,num_layers,hidden_dim,dropout,lr,batch_size,weight_decay,mlp_num_layers,mlp_hidden_dim,kan_hidden_dim,grid_size,spline_order,best_epoch,train_loss_at_best_epoch,val_loss_at_best_epoch,validation_mean_nRMSE,validation_mean_nMAE,validation_mean_NSE,validation_mean_KGE,val_nRMSE_h1,val_nRMSE_h2,val_nRMSE_h3
Cryptophyta,LSTM_KAN,trial_0004,grid,30,1,256,0.0,0.002,64,0.0,,,64,5,3,4,0.35431603680019974,0.21228098088786715,0.4700590284096163,0.35039418736482886,0.047282308780191094,0.3612168639172997,0.4252352952319615,0.4693793462276084,0.515562443769279
Cryptophyta,LSTM_KAN,trial_0005,grid,30,2,256,0.0,0.001,64,0.0,,,64,3,3,9,0.3011083332209439,0.2866826085817246,0.5523013046504359,0.4535087078107108,-0.3501215387621183,0.30904928812480004,0.42946350548240725,0.5677897878494296,0.6596506206194709
Cryptophyta,LSTM_KAN,trial_0006,grid,30,2,256,0.0,0.002,64,0.0,,,64,3,3,14,0.23150203446615938,0.3168932412351881,0.5631790175041361,0.4482379082344024,-0.37551318955751173,0.33560524639440253,0.4986099926655738,0.5508210954415457,0.6401059644052887
Cryptophyta,LSTM_KAN,trial_0007,grid,30,2,256,0.0,0.001,64,0.0,,,64,5,3,14,0.260092313933125,0.2575084630932127,0.503708987944707,0.3946248688688844,-0.0892400577203506,0.3280455649493594,0.47768949305095465,0.49343743612305374,0.5400000346601126
Cryptophyta,LSTM_KAN,trial_0008,grid,30,2,256,0.0,0.002,64,0.0,,,64,5,3,6,0.3059523742916675,0.23559202679565974,0.4948304515911878,0.3761898389670657,-0.06307235177264729,0.3911092519118225,0.42978353992402785,0.49317655453606307,0.5615312603134726
Cryptophyta,LSTM_KAN,trial_0001,baseline,30,2,256,0.1,0.002,32,0.0001,,,64,5,2,7,0.2806701259010803,0.22452987872418903,0.47199476013491704,0.38415270479801356,0.025379568277751303,0.43703246571953835,0.3890475532549606,0.4805902264764971,0.5463465006732935
Cryptophyta,LSTM_KAN,trial_0002,num_layers,30,1,256,0.1,0.002,32,0.0001,,,64,5,2,7,0.2969690232334665,0.22288480330081212,0.4795943238331645,0.3675940378621499,-0.013155703851415438,0.4176668503106275,0.3822772994305331,0.4899109604618253,0.5665947116071351
Cryptophyta,LSTM_KAN,trial_0003,num_layers,30,3,256,0.1,0.002,32,0.0001,,,64,5,2,3,0.446699884111081,0.21149526057498796,0.4611992314344748,0.3604958904389759,0.07675640105244101,0.37822011239737824,0.4020639243749363,0.4580522382380203,0.5234815316904676
Cryptophyta,LSTM_KAN,trial_0004,num_layers,30,4,256,0.1,0.002,32,0.0001,,,64,5,2,9,0.9441559388975783,0.203950801775569,0.4815431925670323,0.35992689299909747,0.009828887979775583,-0.27098496035359326,0.4838012741560889,0.4855065147989412,0.4753217887460668
Cryptophyta,LSTM_KAN,trial_0005,hidden_dim,30,3,64,0.1,0.002,32,0.0001,,,64,5,2,2,0.5513993916214543,0.24364238338811056,0.49233672744295337,0.4085140660128664,-0.03629809391334482,0.2464237902232261,0.47867018068638956,0.5002945009293379,0.49804550071313275
Cryptophyta,LSTM_KAN,trial_0006,hidden_dim,30,3,128,0.1,0.002,32,0.0001,,,64,5,2,3,0.4172828533657694,0.21670662647201902,0.4816200827211424,0.39495657072368956,-0.0037227149390585503,0.40688881712414987,0.4271321085718424,0.47873998371424115,0.5389881558773436
Cryptophyta,LSTM_KAN,trial_0007,hidden_dim,30,3,384,0.1,0.002,32,0.0001,,,64,5,2,4,0.9811283442800846,0.2047515766961234,0.4797381874126658,0.35700126503362833,0.0172262027236952,-0.0934956473786263,0.486180340036993,0.4781246307122695,0.47490959148873463
Cryptophyta,LSTM_KAN,trial_0008,kan_hidden_dim,30,3,256,0.1,0.002,32,0.0001,,,32,5,2,14,0.5479626736013947,0.20298951935200465,0.47083929905419325,0.3600540018510822,0.03412781255683569,0.40752833579027364,0.3946249866546396,0.4827855005475484,0.5351074099603919
Cryptophyta,LSTM_KAN,trial_0009,kan_hidden_dim,30,3,256,0.1,0.002,32,0.0001,,,128,5,2,4,0.36130907708798315,0.2001471249830155,0.447957980609111,0.3607661185020816,0.12159299620776172,0.43478532530815145,0.3652269342667844,0.46270600036990184,0.515941007190647
Cryptophyta,LSTM_KAN,trial_0010,grid_size,30,3,256,0.1,0.002,32,0.0001,,,128,3,2,4,0.36331770195268015,0.20041365637665703,0.46268175113663723,0.37849554622470877,0.0622441043100983,0.4963723510458606,0.3794254469534562,0.47023337519558356,0.5383864312608719
Cryptophyta,LSTM_KAN,trial_0011,grid_size,30,3,256,0.1,0.002,32,0.0001,,,128,7,2,4,0.36856853095717906,0.20828515078340257,0.46530195035662375,0.37886219577613006,0.061304373845993486,0.43550836165499884,0.40051778527876536,0.4772311209235751,0.5181569448675307
Cryptophyta,LSTM_KAN,trial_0012,spline_order,30,3,256,0.1,0.002,32,0.0001,,,128,5,3,2,0.5135488615316504,0.17426556810027077,0.4360117059174991,0.3405803118351396,0.18160282998956567,0.49829721358427476,0.3928543123328315,0.4479851058698485,0.46719569954981743
Cryptophyta,LSTM_KAN,trial_0013,lr,30,3,256,0.1,0.0005,32,0.0001,,,128,5,3,2,0.6176403754722701,0.26847781808603377,0.5260371533755455,0.44058842727819497,-0.18318685175946622,0.0951242258688203,0.5110291011437547,0.5326800504666052,0.5344023085162766
Cryptophyta,LSTM_KAN,trial_0014,lr,30,3,256,0.1,0.001,32,0.0001,,,128,5,3,9,0.2779305998016806,0.24628964137463344,0.5060928994636674,0.4011433855597188,-0.105230898777249,0.30848383252072437,0.4504494816618649,0.5151331250484038,0.5526960916807339
Cryptophyta,LSTM_KAN,trial_0015,lr,30,3,256,0.1,0.003,32,0.0001,,,128,5,3,4,0.36222467599855573,0.23074585057440258,0.4794622513435041,0.3786797098497832,0.000687564119570272,0.37002658440697767,0.40804718472942475,0.4886868687805089,0.5416527005205788
Cryptophyta,LSTM_KAN,trial_0016,dropout,30,3,256,0.0,0.002,32,0.0001,,,128,5,3,4,0.34920584113952613,0.2124400855529876,0.472111991618511,0.38847901722030304,0.031948993244132216,0.4659569265467301,0.40416596443972364,0.48029282192466816,0.5318771884911411
